Наименование полигона,Краткое наименование,Полигон,Номерной знак ТС,Наименование структурного подразделения,Тип закрепления,Выполняемые функции,Должность за кем закреплен ТС,дата путевого листа,"Данные путевых листов, пробег",Дата сигнала телематики,"Данные телематики, пробег",Штрафы,манера вождения
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,7330ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,Прочие,,,,0,,0,0,0
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,Х905ХО197,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,2115,,"2400,15",8,"4,9"
,,,,,,,,01.04.2024,"102,00",01.04.2024,"102,00",,
,,,,,,,,02.04.2024,"47,00",02.04.2024,"147,00",1,
,,,,,,,,03.04.2024,"179,00",03.04.2024,"179,00",,
,,,,,,,,04.04.2024,"66,00",04.04.2024,"66,00",,
,,,,,,,,05.04.2024,"151,00",05.04.2024,"151,00",,
,,,,,,,,06.04.2024,"0,00",06.04.2024,"0,15",1,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"401,00",08.04.2024,"401,00",1,
,,,,,,,,09.04.2024,"137,00",09.04.2024,"137,00",,
,,,,,,,,10.04.2024,"169,00",10.04.2024,"169,00",2,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"49,00",12.04.2024,"49,00",,
,,,,,,,,13.04.2024,"61,00",13.04.2024,"61,00",1,
,,,,,,,,15.04.2024,"82,00",15.04.2024,"82,00",1,
,,,,,,,,16.04.2024,"55,00",16.04.2024,"55,00",,
,,,,,,,,,,20.04.2024,"98,00",1,
,,,,,,,,,,30.04.2024,"87,00",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,Б/Н,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,0,,0,0,0
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,5630ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,244,,"156,13",6,"5,9"
,,,,,,,,04.04.2024,"0,00",04.04.2024,"0,00",,
,,,,,,,,10.04.2024,"138,07",10.04.2024,"50,20",2,
,,,,,,,,11.04.2024,"50,20",11.04.2024,"50,20",1,
,,,,,,,,18.04.2024,"2,20",18.04.2024,"2,20",,
,,,,,,,,25.04.2024,"51,00",25.04.2024,"51,00",3,
,,,,,,,,29.04.2024,"2,53",29.04.2024,"2,53",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,7044ОУ57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,0,,0,0,0
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,3147ОК57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,32,,"268,21",9,"5,2"
,,,,,,,,02.04.2024,"5,00",02.04.2024,"5,00",1,
,,,,,,,,11.04.2024,"13,21",11.04.2024,"73,21",3,
,,,,,,,,16.04.2024,"3,00",16.04.2024,"3,00",1,
,,,,,,,,29.04.2024,"10,79",29.04.2024,"187,00",4,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,9300ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,0,,"11,33",0,"4,5"
,,,,,,,,,,02.04.2024,"5,00",,
,,,,,,,,,,11.04.2024,"6,33",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,6906ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,100,,0,0,0
,,,,,,,,04.04.2024,"0,00",,,,
,,,,,,,,11.04.2024,"50,00",,,,
,,,,,,,,18.04.2024,"1,00",,,,
,,,,,,,,25.04.2024,"47,00",,,,
,,,,,,,,29.04.2024,"2,00",,,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,7011ОУ57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,150,,0,1,0
,,,,,,,,01.04.2024,"24,0",,,,
,,,,,,,,04.04.2024,"18,00",,,,
,,,,,,,,11.04.2024,"50,00",,,,
,,,,,,,,18.04.2024,"1,00",,,,
,,,,,,,,25.04.2024,"47,00",,,,
,,,,,,,,29.04.2024,"2,00",,,1,
,,,,,,,,30.04.2024,"8,00",,,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,Т033ТТ197,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,4810,,0,28,0
,,,,,,,,01.04.2024,"125,00",,,1,
,,,,,,,,02.04.2024,"146,00",,,,
,,,,,,,,03.04.2024,"499,00",,,4,
,,,,,,,,04.04.2024,"236,00",,,,
,,,,,,,,05.04.2024,"563,00",,,,
,,,,,,,,06.04.2024,"181,00",,,2,
,,,,,,,,07.04.2024,"176,00",,,,
,,,,,,,,08.04.2024,"284,00",,,,
,,,,,,,,09.04.2024,"271,00",,,1,
,,,,,,,,10.04.2024,"432,00",,,,
,,,,,,,,11.04.2024,"69,00",,,,
,,,,,,,,12.04.2024,"230,00",,,1,
,,,,,,,,14.04.2024,"68,00",,,,
,,,,,,,,15.04.2024,"425,00",,,,
,,,,,,,,16.04.2024,"204,00",,,1,
,,,,,,,,17.04.2024,"246,00",,,,
,,,,,,,,18.04.2024,"36,00",,,4,
,,,,,,,,19.04.2024,"39,00",,,,
,,,,,,,,20.04.2024,"67,00",,,5,
,,,,,,,,22.04.2024,"48,00",,,,
,,,,,,,,23.04.2024,"34,00",,,,
,,,,,,,,24.04.2024,"42,00",,,3,
,,,,,,,,25.04.2024,"18,00",,,1,
,,,,,,,,26.04.2024,"176,00",,,,
,,,,,,,,27.04.2024,"67,00",,,3,
,,,,,,,,28.04.2024,"103,00",,,,
,,,,,,,,29.04.2024,"11,00",,,1,
,,,,,,,,30.04.2024,"14,00",,,1,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,3146ОК57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,38,,"334,89",0,"4,2"
,,,,,,,,02.04.2024,"5,00",02.04.2024,"5,00",,
,,,,,,,,05.04.2024,"6,00",03.04.2024,"26,00",,
,,,,,,,,11.04.2024,"13,21",08.04.2024,"30,00",,
,,,,,,,,16.04.2024,"3,00",10.04.2024,"74,03",,
,,,,,,,,29.04.2024,"10,79",11.04.2024,"15,00",,
,,,,,,,,,,15.04.2024,"18,97",,
,,,,,,,,,,16.04.2024,"3,00",,
,,,,,,,,,,21.04.2024,"63,94",,
,,,,,,,,,,28.04.2024,"88,16",,
,,,,,,,,,,29.04.2024,"10,79",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,7093ОУ57,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,510,,"604,47",3,"3,2"
,,,,,,,,17.04.2024,"246,00",02.04.2024,"40,00",,
,,,,,,,,18.04.2024,"36,00",06.04.2024,"48,00",,
,,,,,,,,19.04.2024,"39,00",15.04.2024,"6,47",1,
,,,,,,,,20.04.2024,"67,00",17.04.2024,"246,00",,
,,,,,,,,22.04.2024,"48,00",18.04.2024,"36,00",,
,,,,,,,,23.04.2024,"34,00",19.04.2024,"39,00",,
,,,,,,,,24.04.2024,"40,00",20.04.2024,"67,00",1,
,,,,,,,,,,22.04.2024,"48,00",,
,,,,,,,,,,23.04.2024,"34,00",,
,,,,,,,,,,24.04.2024,"40,00",1,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,9001ОУ57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,0,,0,0,0
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,7330ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,11,,"47,06",0,6
,,,,,,,,23.04.2024,"11,00",18.04.2024,"22,06",,
,,,,,,,,,,23.04.2024,"11,00",,
,,,,,,,,,,29.04.2024,12,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,6904ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,91,,0,0,"5,4"
,,,,,,,,18.04.2024,"36,00",,,,
,,,,,,,,19.04.2024,"39,00",,,,
,,,,,,,,21.04.2024,"16,00",,,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,6905ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,17,,"58,25",0,"4,9"
,,,,,,,,,,02.04.2024,"8,15",,
,,,,,,,,,,10.04.2024,"5,04",,
,,,,,,,,,,18.04.2024,"22,06",,
,,,,,,,,,,23.04.2024,"11,00",,
,,,,,,,,,,29.04.2024,12,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,6930ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,0,,"8456,36",19,6
,,,,,,,,,,02.04.2024,"325,00",,
,,,,,,,,,,03.04.2024,"279,00",2,
,,,,,,,,,,04.04.2024,"241,00",,
,,,,,,,,,,05.04.2024,"365,00",,
,,,,,,,,,,06.04.2024,"201,10",,
,,,,,,,,,,07.04.2024,"351,16",3,
,,,,,,,,,,08.04.2024,"301,00",,
,,,,,,,,,,09.04.2024,"365,12",,
,,,,,,,,,,10.04.2024,"269,00",1,
,,,,,,,,,,11.04.2024,"453,00",,
,,,,,,,,,,12.04.2024,"234,64",1,
,,,,,,,,,,13.04.2024,"204,62",1,
,,,,,,,,,,15.04.2024,"357,12",,
,,,,,,,,,,16.04.2024,"412,02",2,
,,,,,,,,,,17.04.2024,"298,36",3,
,,,,,,,,,,18.04.2024,"251,96",,
,,,,,,,,,,19.04.2024,"369,16",,
,,,,,,,,,,20.04.2024,"296,00",,
,,,,,,,,,,21.04.2024,"254,00",4,
,,,,,,,,,,22.04.2024,"210,47",,
,,,,,,,,,,23.04.2024,"284,36",,
,,,,,,,,,,24.04.2024,"255,12",1,
,,,,,,,,,,25.04.2024,"369,15",,
,,,,,,,,,,26.04.2024,"261,00",,
,,,,,,,,,,27.04.2024,"320,00",1,
,,,,,,,,,,28.04.2024,"386,00",,
,,,,,,,,,,29.04.2024,"248,00",,
,,,,,,,,,,30.04.2024,"294,00",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,5609ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,0,,"783,13",14,"5,6"
,,,,,,,,,,02.04.2024,"40,00",1,
,,,,,,,,,,06.04.2024,"48,00",1,
,,,,,,,,,,15.04.2024,"61,47",,
,,,,,,,,,,17.04.2024,"246,00",3,
,,,,,,,,,,18.04.2024,"36,00",2,
,,,,,,,,,,19.04.2024,"39,53",,
,,,,,,,,,,20.04.2024,"67,00",1,
,,,,,,,,,,22.04.2024,"48,00",,
,,,,,,,,,,23.04.2024,"34,00",2,
,,,,,,,,,,24.04.2024,"40,00",,
,,,,,,,,,,26.04.2024,"123,13",4,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,6900ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,250,,0,1,0
,,,,,,,,04.04.2024,"125,00",,,,
,,,,,,,,11.04.2024,"50,00",,,,
,,,,,,,,18.04.2024,"26,00",,,1,
,,,,,,,,25.04.2024,"47,00",,,,
,,,,,,,,29.04.2024,"2,00",,,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,7334ОН57,Московская механизированная дистанция погрузочно-разгрузочных рабо#,В целевой структуре парка,,,,142,,0,7,"4,8"
,,,,,,,,18.04.2024,"36,00",,,1,
,,,,,,,,19.04.2024,"39,00",,,2,
,,,,,,,,20.04.2024,"67,00",,,4,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,6909ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,0,,"1473,97",2,"5,9"
,,,,,,,,,,01.04.2024,"369,00",2,
,,,,,,,,,,02.04.2024,"40,00",,
,,,,,,,,,,06.04.2024,"48,00",,
,,,,,,,,,,15.04.2024,"61,47",,
,,,,,,,,,,17.04.2024,"246,00",,
,,,,,,,,,,18.04.2024,"36,00",,
,,,,,,,,,,19.04.2024,"39,53",,
,,,,,,,,,,20.04.2024,"67,00",,
,,,,,,,,,,22.04.2024,"48,00",,
,,,,,,,,,,23.04.2024,"34,00",,
,,,,,,,,,,24.04.2024,"43,00",,
,,,,,,,,,,26.04.2024,"123,13",,
,,,,,,,,,,28.04.2024,"236,22",,
,,,,,,,,,,30.04.2024,"82,62",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0470ОН57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,174,,"1254,36",15,"5,9"
,,,,,,,,11.04.2024,"49,00",01.04.2024,"286,00",2,
,,,,,,,,12.04.2024,"6,00",11.04.2024,"49,00",1,
,,,,,,,,15.04.2024,"5,00",12.04.2024,"6,00",,
,,,,,,,,18.04.2024,"28,00",15.04.2024,"5,00",,
,,,,,,,,20.04.2024,"7,00",18.04.2024,"28,00",,
,,,,,,,,23.04.2024,"53,00",19.04.2024,"298,00",4,
,,,,,,,,27.04.2024,"26,00",20.04.2024,"7,00",1,
,,,,,,,,28.04.2024,"0,00",23.04.2024,"54,00",,
,,,,,,,,,,24.04.2024,"14,36",,
,,,,,,,,,,25.04.2024,"22,00",4,
,,,,,,,,,,26.04.2024,"405,00",1,
,,,,,,,,,,27.04.2024,"26,00",1,
,,,,,,,,,,28.04.2024,"8,00",1,
,,,,,,,,,,30.04.2024,"46,00",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,К561ЕА57,Орловская механизированная дистанция погрузочно-разгрузочных работ,В целевой структуре парка,,,,3312,,"3400,12",5,"5,9"
,,,,,,,,01.04.2024,"100,00",01.04.2024,"100,00",,
,,,,,,,,02.04.2024,"47,00",02.04.2024,"47,00",,
,,,,,,,,03.04.2024,"279,00",03.04.2024,"279,00",1,
,,,,,,,,04.04.2024,"66,00",04.04.2024,"66,00",,
,,,,,,,,05.04.2024,"151,00",05.04.2024,"151,00",,
,,,,,,,,06.04.2024,"158,00",06.04.2024,"158,00",1,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"401,00",08.04.2024,"401,00",1,
,,,,,,,,09.04.2024,"137,00",09.04.2024,"137,00",,
,,,,,,,,10.04.2024,"261,00",10.04.2024,"261,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"39,00",12.04.2024,"39,00",,
,,,,,,,,13.04.2024,"61,00",13.04.2024,"61,00",,
,,,,,,,,15.04.2024,"82,00",15.04.2024,"82,00",,
,,,,,,,,16.04.2024,"55,00",16.04.2024,"55,00",,
,,,,,,,,17.04.2024,"68,00",17.04.2024,"68,00",,
,,,,,,,,18.04.2024,"55,00",18.04.2024,"55,00",,
,,,,,,,,19.04.2024,"76,00",19.04.2024,"76,00",,
,,,,,,,,20.04.2024,"107,00",20.04.2024,"107,00",1,
,,,,,,,,21.04.2024,"22,00",21.04.2024,"22,12",,
,,,,,,,,22.04.2024,"73,00",22.04.2024,"73,00",,
,,,,,,,,23.04.2024,"67,00",23.04.2024,"67,00",,
,,,,,,,,24.04.2024,"155,00",24.04.2024,"155,00",1,
,,,,,,,,25.04.2024,"73,00",25.04.2024,"73,00",,
,,,,,,,,26.04.2024,"133,00",26.04.2024,"221,00",,
,,,,,,,,27.04.2024,"30,00",27.04.2024,"30,00",,
,,,,,,,,28.04.2024,"0,00",28.04.2024,"0,00",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,7906СО67,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,23,,0,2,"5,8"
,,,,,,,,18.04.2024,"3,00",,,,
,,,,,,,,23.04.2024,"9,00",,,1,
,,,,,,,,29.04.2024,"11,00",,,1,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,1473НХ30,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,14,,"0,1",0,"5,4"
,,,,,,,,23.04.2024,"11,00",30.04.2024,"0,10",,
,,,,,,,,30.04.2024,"3,00",,,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,0400СА67,Московская механизированная дистанция погрузочно-разгрузочных рабо#,Прочие,,,,152,,"518,97",5,"3,5"
,,,,,,,,11.04.2024,"11,00",11.04.2024,"11,00",,
,,,,,,,,12.04.2024,"26,00",12.04.2024,"26,00",1,
,,,,,,,,15.04.2024,"5,00",15.04.2024,"255,97",,
,,,,,,,,18.04.2024,"24,00",18.04.2024,"24,00",1,
,,,,,,,,20.04.2024,"7,00",20.04.2024,"7,00",,
,,,,,,,,23.04.2024,"53,00",23.04.2024,"53,00",,
,,,,,,,,27.04.2024,"26,00",27.04.2024,"26,00",2,
,,,,,,,,28.04.2024,"0,00",28.04.2024,"116,00",1,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,5590НХ30,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,169,,"726,19",13,"2,6"
,,,,,,,,01.04.2024,"5,81",05.04.2024,"63,14",1,
,,,,,,,,05.04.2024,"63,14",08.04.2024,"89,05",2,
,,,,,,,,08.04.2024,"89,05",11.04.2024,"11,00",,
,,,,,,,,11.04.2024,"11,00",12.04.2024,"26,00",,
,,,,,,,,,,15.04.2024,"255,97",3,
,,,,,,,,,,18.04.2024,"24,00",,
,,,,,,,,,,20.04.2024,"7,00",1,
,,,,,,,,,,23.04.2024,"53,00",2,
,,,,,,,,,,27.04.2024,"26,00",1,
,,,,,,,,,,28.04.2024,"116,00",3,
,,,,,,,,,,30.04.2024,"55,03",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,Х700СС197,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,Прочие,,,,731,,"891,17",22,"5,7"
,,,,,,,,05.04.2024,"25,88",05.04.2024,"65,88",,
,,,,,,,,12.04.2024,"39,00",12.04.2024,"39,00",1,
,,,,,,,,13.04.2024,"61,00",13.04.2024,"161,00",2,
,,,,,,,,15.04.2024,"82,00",15.04.2024,"82,00",1,
,,,,,,,,16.04.2024,"55,00",16.04.2024,"55,00",1,
,,,,,,,,17.04.2024,"68,00",17.04.2024,"68,00",1,
,,,,,,,,18.04.2024,"55,00",18.04.2024,"55,00",1,
,,,,,,,,19.04.2024,"76,00",19.04.2024,"76,00",1,
,,,,,,,,20.04.2024,"107,00",20.04.2024,"107,00",1,
,,,,,,,,21.04.2024,"22,12",21.04.2024,"42,12",,
,,,,,,,,22.04.2024,"73,00",22.04.2024,"73,17",2,
,,,,,,,,23.04.2024,"67,00",23.04.2024,"67,00",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,О490ММ99,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,2768,,"2900,41",19,"5,6"
,,,,,,,,01.04.2024,"5,55",01.04.2024,"200,55",2,
,,,,,,,,02.04.2024,"47,00",02.04.2024,"47,00",,
,,,,,,,,03.04.2024,"179,00",03.04.2024,"179,00",,
,,,,,,,,04.04.2024,"66,00",04.04.2024,"66,00",3,
,,,,,,,,05.04.2024,"151,00",05.04.2024,"151,00",,
,,,,,,,,06.04.2024,"158,00",06.04.2024,"158,00",,
,,,,,,,,07.04.2024,"165,00",07.04.2024,"165,00",1,
,,,,,,,,08.04.2024,"101,00",08.04.2024,"101,00",1,
,,,,,,,,09.04.2024,"137,00",09.04.2024,"137,00",1,
,,,,,,,,10.04.2024,"261,00",10.04.2024,"261,00",1,
,,,,,,,,11.04.2024,"353,00",11.04.2024,"353,00",,
,,,,,,,,12.04.2024,"39,00",12.04.2024,"39,00",,
,,,,,,,,13.04.2024,"61,00",13.04.2024,"61,00",1,
,,,,,,,,15.04.2024,"82,00",15.04.2024,"82,00",1,
,,,,,,,,16.04.2024,"55,00",16.04.2024,"55,00",,
,,,,,,,,17.04.2024,"68,00",17.04.2024,"68,00",1,
,,,,,,,,18.04.2024,"55,00",18.04.2024,"55,00",,
,,,,,,,,19.04.2024,"76,00",19.04.2024,"76,00",,
,,,,,,,,20.04.2024,"107,00",20.04.2024,"107,00",2,
,,,,,,,,21.04.2024,"22,00",21.04.2024,"22,00",,
,,,,,,,,22.04.2024,"73,00",22.04.2024,"74,00",,
,,,,,,,,23.04.2024,"67,00",23.04.2024,"5,00",,
,,,,,,,,24.04.2024,"155,00",24.04.2024,"155,00",2,
,,,,,,,,25.04.2024,"73,00",25.04.2024,"71,41",3,
,,,,,,,,26.04.2024,"133,00",26.04.2024,"133,00",,
,,,,,,,,27.04.2024,"42,00",27.04.2024,"42,00",,
,,,,,,,,28.04.2024,"36,45",28.04.2024,"36,45",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,О491ММ99,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,3848,,"3925,15",18,"5,2"
,,,,,,,,01.04.2024,"549,56",01.04.2024,"549,56",3,
,,,,,,,,04.04.2024,"95,71",04.04.2024,"95,71",1,
,,,,,,,,06.04.2024,"208,00",06.04.2024,"208,00",,
,,,,,,,,07.04.2024,"275,00",07.04.2024,"275,00",2,
,,,,,,,,08.04.2024,"384,00",08.04.2024,"384,00",2,
,,,,,,,,09.04.2024,"279,00",09.04.2024,"279,00",,
,,,,,,,,10.04.2024,"79,00",10.04.2024,"79,00",1,
,,,,,,,,12.04.2024,"15,00",12.04.2024,"15,00",,
,,,,,,,,15.04.2024,"683,16",15.04.2024,"683,16",3,
,,,,,,,,19.04.2024,"5,00",19.04.2024,"5,00",,
,,,,,,,,26.04.2024,"60,00",20.04.2024,"25,15",,
,,,,,,,,28.04.2024,"625,36",25.04.2024,"52,00",,
,,,,,,,,30.04.2024,"589,21",26.04.2024,"60,00",,
,,,,,,,,,,28.04.2024,"625,36",3,
,,,,,,,,,,30.04.2024,"589,21",3,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,У074НМ67,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,2573,,"2547,45",4,"4,5"
,,,,,,,,01.04.2024,"125,00",01.04.2024,"125,00",,
,,,,,,,,02.04.2024,"146,00",02.04.2024,"146,00",,
,,,,,,,,03.04.2024,"95,00",03.04.2024,"45,00",,
,,,,,,,,04.04.2024,"236,00",04.04.2024,"236,00",1,
,,,,,,,,05.04.2024,"159,00",05.04.2024,"159,00",,
,,,,,,,,06.04.2024,"181,00",06.04.2024,"181,00",,
,,,,,,,,07.04.2024,"176,00",07.04.2024,"176,00",,
,,,,,,,,08.04.2024,"184,00",08.04.2024,"184,00",,
,,,,,,,,09.04.2024,"271,00",09.04.2024,"271,00",1,
,,,,,,,,10.04.2024,"32,00",10.04.2024,"32,00",,
,,,,,,,,11.04.2024,"69,00",11.04.2024,"69,00",,
,,,,,,,,12.04.2024,"30,00",12.04.2024,"30,00",1,
,,,,,,,,14.04.2024,"68,00",14.04.2024,"68,00",,
,,,,,,,,15.04.2024,"25,00",15.04.2024,"25,00",,
,,,,,,,,16.04.2024,"206,00",16.04.2024,"206,00",,
,,,,,,,,17.04.2024,"246,00",17.04.2024,"246,00",1,
,,,,,,,,18.04.2024,"36,00",18.04.2024,"36,45",,
,,,,,,,,19.04.2024,"79,00",19.04.2024,"79,00",,
,,,,,,,,20.04.2024,"67,00",20.04.2024,"67,00",,
,,,,,,,,22.04.2024,"48,00",22.04.2024,"48,00",,
,,,,,,,,23.04.2024,"34,00",23.04.2024,"34,00",,
,,,,,,,,24.04.2024,"42,00",24.04.2024,"42,00",,
,,,,,,,,25.04.2024,"18,00",25.04.2024,"18,00",,
,,,,,,,,,,27.04.2024,"24,00",,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,4577НХ30,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,19,,0,3,"5,9"
,,,,,,,,28.04.2024,"19,00",,,3,
МОСКОВСКАЯ ЖД,ЦМ,Московская ДМ,5400НХ30,Брянско-Смоленская механизированная дистанция погрузочно-разгрузоч#,В целевой структуре парка,,,,81,,0,7,"5,8"
,,,,,,,,08.04.2024,"0,00",,,,
